PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2019,19.75,-97.75,16.62,19.71,20.93,22.37,21.51,19.5,20.81,21.89,19.23,16.1,15.58,16.1,19.19
ALLSKY_SFC_SW_DWN,2019,20.25,-95.75,14.16,16.59,17.96,21.8,22.34,21.2,22.66,23.85,19.94,15.85,13.28,12.42,18.51
ALLSKY_SFC_SW_DWN,2019,20.25,-96.25,11.82,14.25,15.46,20.94,21.98,20.56,22.58,23.3,20.19,15.68,11.64,12.16,17.56
ALLSKY_SFC_SW_DWN,2019,20.25,-96.75,11.82,14.25,15.46,20.94,21.98,20.56,22.58,23.3,20.19,15.68,11.64,12.16,17.56
ALLSKY_SFC_SW_DWN,2019,20.25,-97.25,11.38,14.41,14.56,20.68,19.69,19.89,20.65,21.61,19.16,15.02,11.66,12.32,16.76
ALLSKY_SFC_SW_DWN,2019,20.25,-97.75,11.38,14.41,14.56,20.68,19.69,19.89,20.65,21.61,19.16,15.02,11.66,12.32,16.76
ALLSKY_SFC_SW_DWN,2020,18.75,-95.75,12.68,14.09,21.49,20.78,20.48,21.42,21.81,18.42,17.15,16.65,13.48,12.26,17.57
ALLSKY_SFC_SW_DWN,2020,18.75,-96.25,12.62,14.86,20.76,19.33,19.53,21.54,22.46,18.7,17.92,18.59,14.48,13.49,17.87
ALLSKY_SFC_SW_DWN,2020,18.75,-96.75,12.62,14.86,20.76,19.33,19.53,21.54,22.46,18.7,17.92,18.59,14.48,13.49,17.87
ALLSKY_SFC_SW_DWN,2020,18.75,-97.25,17.16,20.76,24.76,23.2,23.29,22.81,22.66,20.75,18.29,21.1,18.78,17.42,20.92
ALLSKY_SFC_SW_DWN,2020,18.75,-97.75,17.16,20.76,24.76,23.2,23.29,22.81,22.66,20.75,18.29,21.1,18.78,17.42,20.92
ALLSKY_SFC_SW_DWN,2020,19.25,-95.75,12.4,14.56,22.04,21.15,20.99,22.8,23.41,19.73,18.07,18.5,15.12,12.31,18.43
ALLSKY_SFC_SW_DWN,2020,19.25,-96.25,12.59,14.96,20.32,19.12,19.97,22.1,22.66,19.32,17.44,18.9,15.35,13.39,18.02
ALLSKY_SFC_SW_DWN,2020,19.25,-96.75,12.59,14.96,20.32,19.12,19.97,22.1,22.66,19.32,17.44,18.9,15.35,13.39,18.02
ALLSKY_SFC_SW_DWN,2020,19.25,-97.25,15.32,18.2,22.33,20.34,20.39,21.21,21.01,19.23,15.94,20.26,17.29,15.34,18.91
ALLSKY_SFC_SW_DWN,2020,19.25,-97.75,15.32,18.2,22.33,20.34,20.39,21.21,21.01,19.23,15.94,20.26,17.29,15.34,18.91
ALLSKY_SFC_SW_DWN,2020,19.75,-95.75,12.4,14.56,22.04,21.15,20.99,22.8,23.41,19.73,18.07,18.5,15.12,12.31,18.43
ALLSKY_SFC_SW_DWN,2020,19.75,-96.25,12.59,14.96,20.32,19.12,19.97,22.1,22.66,19.32,17.44,18.9,15.35,13.39,18.02
ALLSKY_SFC_SW_DWN,2020,19.75,-96.75,12.59,14.96,20.32,19.12,19.97,22.1,22.66,19.32,17.44,18.9,15.35,13.39,18.02
ALLSKY_SFC_SW_DWN,2020,19.75,-97.25,15.32,18.2,22.33,20.34,20.39,21.21,21.01,19.23,15.94,20.26,17.29,15.34,18.91
ALLSKY_SFC_SW_DWN,2020,19.75,-97.75,15.32,18.2,22.33,20.34,20.39,21.21,21.01,19.23,15.94,20.26,17.29,15.34,18.91
ALLSKY_SFC_SW_DWN,2020,20.25,-95.75,11.98,13.25,21.94,20.76,21.09,22.5,23.96,20.12,17.29,18.44,15.49,11.31,18.2
ALLSKY_SFC_SW_DWN,2020,20.25,-96.25,10.96,12.65,20.14,19.12,20.85,21.99,23.35,20.7,17.43,18.6,14.6,11.26,17.66
ALLSKY_SFC_SW_DWN,2020,20.25,-96.75,10.96,12.65,20.14,19.12,20.85,21.99,23.35,20.7,17.43,18.6,14.6,11.26,17.66
ALLSKY_SFC_SW_DWN,2020,20.25,-97.25,11.21,12.73,17.59,18.23,20.31,21.88,21.67,19.12,17.49,18.77,14.63,11.72,17.13
ALLSKY_SFC_SW_DWN,2020,20.25,-97.75,11.21,12.73,17.59,18.23,20.31,21.88,21.67,19.12,17.49,18.77,14.63,11.72,17.13
ALLSKY_SFC_SW_DWN,2021,18.75,-95.75,10.94,16.21,20.22,21.15,21.81,18.75,19.88,18.77,17.93,15.5,14.44,14.41,17.51
ALLSKY_SFC_SW_DWN,2021,18.75,-96.25,12.17,16.11,19.69,20.1,20.79,18.74,20.07,19.57,18.7,16.74,14.95,15.82,17.8
ALLSKY_SFC_SW_DWN,2021,18.75,-96.75,12.17,16.11,19.69,20.1,20.79,18.74,20.07,19.57,18.7,16.74,14.95,15.82,17.8
ALLSKY_SFC_SW_DWN,2021,18.75,-97.25,16.99,22.38,24.63,24.33,23.16,18.64,22.41,20.46,19.89,19.22,18.93,18.68,20.8
ALLSKY_SFC_SW_DWN,2021,18.75,-97.75,16.99,22.38,24.63,24.33,23.16,18.64,22.41,20.46,19.89,19.22,18.93,18.68,20.8
ALLSKY_SFC_SW_DWN,2021,19.25,-95.75,10.91,16.77,20.39,21.4,23.38,20.11,21.62,20.32,19.16,16.51,15.62,15.28,18.46
ALLSKY_SFC_SW_DWN,2021,19.25,-96.25,12.1,16.68,19.68,20,20.96,18.2,20.48,19.65,19.1,16.93,14.82,15.55,17.85
ALLSKY_SFC_SW_DWN,2021,19.25,-96.75,12.1,16.68,19.68,20,20.96,18.2,20.48,19.65,19.1,16.93,14.82,15.55,17.85
ALLSKY_SFC_SW_DWN,2021,19.25,-97.25,15.35,20.19,22.38,21.23,21.19,16.8,20.05,18.61,17.4,17.87,17.09,17.54,18.8
ALLSKY_SFC_SW_DWN,2021,19.25,-97.75,15.35,20.19,22.38,21.23,21.19,16.8,20.05,18.61,17.4,17.87,17.09,17.54,18.8
ALLSKY_SFC_SW_DWN,2021,19.75,-95.75,10.91,16.77,20.39,21.4,23.38,20.11,21.62,20.32,19.16,16.51,15.62,15.28,18.46
ALLSKY_SFC_SW_DWN,2021,19.75,-96.25,12.1,16.68,19.68,20,20.96,18.2,20.48,19.65,19.1,16.93,14.82,15.55,17.85
ALLSKY_SFC_SW_DWN,2021,19.75,-96.75,12.1,16.68,19.68,20,20.96,18.2,20.48,19.65,19.1,16.93,14.82,15.55,17.85
ALLSKY_SFC_SW_DWN,2021,19.75,-97.25,15.35,20.19,22.38,21.23,21.19,16.8,20.05,18.61,17.4,17.87,17.09,17.54,18.8
ALLSKY_SFC_SW_DWN,2021,19.75,-97.75,15.35,20.19,22.38,21.23,21.19,16.8,20.05,18.61,17.4,17.87,17.09,17.54,18.8
ALLSKY_SFC_SW_DWN,2021,20.25,-95.75,10.43,15.58,19.34,20.58,23.51,20.04,21.98,21.35,19.59,17.2,15.78,15.31,18.41
ALLSKY_SFC_SW_DWN,2021,20.25,-96.25,9.76,14.34,18.54,19.1,22.24,19.53,21.43,21.02,19.81,17.18,14.14,14.74,17.68
ALLSKY_SFC_SW_DWN,2021,20.25,-96.75,9.76,14.34,18.54,19.1,22.24,19.53,21.43,21.02,19.81,17.18,14.14,14.74,17.68
ALLSKY_SFC_SW_DWN,2021,20.25,-97.25,10.71,14.24,18.27,17.46,20.22,17.51,20.09,18.92,17.48,16.79,14.46,14.91,16.78
ALLSKY_SFC_SW_DWN,2021,20.25,-97.75,10.71,14.24,18.27,17.46,20.22,17.51,20.09,18.92,17.48,16.79,14.46,14.91,16.78
ALLSKY_SFC_SW_DWN,2022,18.75,-95.75,12.24,14.47,18.69,22.02,22.35,19.74,20.23,20.23,15.25,15.39,13.46,12.1,17.2
ALLSKY_SFC_SW_DWN,2022,18.75,-96.25,13.21,15.44,19.79,20.88,21.88,19.96,21.19,21.93,15.95,15.52,14.16,12.79,17.75
ALLSKY_SFC_SW_DWN,2022,18.75,-96.75,13.21,15.44,19.79,20.88,21.88,19.96,21.19,21.93,15.95,15.52,14.16,12.79,17.75
ALLSKY_SFC_SW_DWN,2022,18.75,-97.25,17.76,21.05,24.5,24.4,24.04,21.32,22.67,21.6,18.48,19.04,18.73,16.48,20.84
ALLSKY_SFC_SW_DWN,2022,18.75,-97.75,17.76,21.05,24.5,24.4,24.04,21.32,22.67,21.6,18.48,19.04,18.73,16.48,20.84
ALLSKY_SFC_SW_DWN,2022,19.25,-95.75,12.1,15.28,19.84,23.16,23.5,20.61,21.46,21.67,16.19,16.56,14.78,12.71,18.17
ALLSKY_SFC_SW_DWN,2022,19.25,-96.25,12.84,15.52,19.53,21.49,22.8,20.14,21.33,21.94,16.33,15.48,14.13,12.74,17.87
ALLSKY_SFC_SW_DWN,2022,19.25,-96.75,12.84,15.52,19.53,21.49,22.8,20.14,21.33,21.94,16.33,15.48,14.13,12.74,17.87
ALLSKY_SFC_SW_DWN,2022,19.25,-97.25,15.65,18.52,22.33,21.83,23.64,20.39,20.95,19.9,16.54,16.97,16.55,15.42,19.06
ALLSKY_SFC_SW_DWN,2022,19.25,-97.75,15.65,18.52,22.33,21.83,23.64,20.39,20.95,19.9,16.54,16.97,16.55,15.42,19.06
ALLSKY_SFC_SW_DWN,2022,19.75,-95.75,12.1,15.28,19.84,23.16,23.5,20.61,21.46,21.67,16.19,16.56,14.78,12.71,18.17
ALLSKY_SFC_SW_DWN,2022,19.75,-96.25,12.84,15.52,19.53,21.49,22.8,20.14,21.33,21.94,16.33,15.48,14.13,12.74,17.87
ALLSKY_SFC_SW_DWN,2022,19.75,-96.75,12.84,15.52,19.53,21.49,22.8,20.14,21.33,21.94,16.33,15.48,14.13,12.74,17.87
ALLSKY_SFC_SW_DWN,2022,19.75,-97.25,15.65,18.52,22.33,21.83,23.64,20.39,20.95,19.9,16.54,16.97,16.55,15.42,19.06
ALLSKY_SFC_SW_DWN,2022,19.75,-97.75,15.65,18.52,22.33,21.83,23.64,20.39,20.95,19.9,16.54,16.97,16.55,15.42,19.06
ALLSKY_SFC_SW_DWN,2022,20.25,-95.75,11.16,13.23,18.67,23.05,24.18,21.16,22.06,22.11,17.26,15.78,13.27,12.69,17.91
ALLSKY_SFC_SW_DWN,2022,20.25,-96.25,10.8,13.04,17.56,21.97,23.65,21.22,22.24,23.03,16.43,14.37,12,12.08,17.39
ALLSKY_SFC_SW_DWN,2022,20.25,-96.75,10.8,13.04,17.56,21.97,23.65,21.22,22.24,23.03,16.43,14.37,12,12.08,17.39
ALLSKY_SFC_SW_DWN,2022,20.25,-97.25,11.55,13.31,18.41,19.59,22.5,20.57,20.73,20.85,16.04,14.34,12.47,12.3,16.91
ALLSKY_SFC_SW_DWN,2022,20.25,-97.75,11.55,13.31,18.41,19.59,22.5,20.57,20.73,20.85,16.04,14.34,12.47,12.3,16.91
